name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
Bestiary Capsule,,False,False,1.09,Bestiary Capsule,14,
Sticker | Get Clucked,,False,False,0.26,Sticker | Get Clucked,14,
MAG-7 | Navy Sheen,FIELD_TESTED,False,False,0.48,MAG-7 | Navy Sheen (Field-Tested),14,
Sealed Graffiti | Smirk (SWAT Blue),,False,False,1.26,Sealed Graffiti | Smirk (SWAT Blue),14,
Five-SeveN | Case Hardened,WELL_WORN,False,False,8.0,Five-SeveN | Case Hardened (Well-Worn),14,
M4A1-S | Mecha Industries,MINIMAL_WEAR,False,False,49.99,M4A1-S | Mecha Industries (Minimal Wear),14,
Sticker | Rush 4x20 (Holo),,False,False,1.99,Sticker | Rush 4x20 (Holo),14,
★ Driver Gloves | Rezan the Red,FIELD_TESTED,False,False,155.0,★ Driver Gloves | Rezan the Red (Field-Tested),14,
Sticker | Jame (Glitter) | Copenhagen 2024,,False,False,0.29,Sticker | Jame (Glitter) | Copenhagen 2024,14,
Sticker | Ramz1kBO$$ | Berlin 2019,,False,False,0.49,Sticker | Ramz1kBO$$ | Berlin 2019,14,
Sealed Graffiti | BOOM (Jungle Green),,False,False,0.16,Sealed Graffiti | BOOM (Jungle Green),14,
AUG | Stymphalian,MINIMAL_WEAR,False,False,3.31,AUG | Stymphalian (Minimal Wear),14,
Sticker | Ax1Le (Glitter) | Rio 2022,,False,False,0.19,Sticker | Ax1Le (Glitter) | Rio 2022,14,
FAMAS | Halftone Wash,FACTORY_NEW,False,False,1.97,FAMAS | Halftone Wash (Factory New),14,
Sticker | w0nderful (Holo) | Shanghai 2024,,False,False,0.57,Sticker | w0nderful (Holo) | Shanghai 2024,14,
USP-S | Jawbreaker,MINIMAL_WEAR,False,False,9.2,USP-S | Jawbreaker (Minimal Wear),14,
M4A4 | Etch Lord,FIELD_TESTED,True,False,1.22,StatTrak™ M4A4 | Etch Lord (Field-Tested),14,
PP-Bizon | Death Rattle,MINIMAL_WEAR,False,False,0.64,PP-Bizon | Death Rattle (Minimal Wear),14,
MAC-10 | Carnivore,MINIMAL_WEAR,False,False,0.3,MAC-10 | Carnivore (Minimal Wear),14,
Nova | Forest Leaves,FIELD_TESTED,False,False,1.38,Nova | Forest Leaves (Field-Tested),14,
MAG-7 | Popdog,FACTORY_NEW,True,False,1.5,StatTrak™ MAG-7 | Popdog (Factory New),14,
StatTrak™ Glock-18 | Warhawk,WELL_WORN,True,False,0.29,StatTrak™ Glock-18 | Warhawk (Well-Worn),14,
Bio-Haz Specialist | SWAT,,False,False,20.81,Bio-Haz Specialist | SWAT,14,
Tec-9 | Isaac,FACTORY_NEW,False,False,19.85,Tec-9 | Isaac (Factory New),14,
Dual Berettas | Cartel,WELL_WORN,False,False,0.38,Dual Berettas | Cartel (Well-Worn),14,
StatTrak™ Dual Berettas | Shred,FIELD_TESTED,True,False,0.32,StatTrak™ Dual Berettas | Shred (Field-Tested),14,
Galil AR | Tuxedo,MINIMAL_WEAR,False,False,1.36,Galil AR | Tuxedo (Minimal Wear),14,
Tec-9 | Ice Cap,MINIMAL_WEAR,True,False,1.49,StatTrak™ Tec-9 | Ice Cap (Minimal Wear),14,
Sticker | EliGE | Katowice 2019,,False,False,0.73,Sticker | EliGE | Katowice 2019,14,
MAG-7 | Copper Coated,MINIMAL_WEAR,False,False,1.1,MAG-7 | Copper Coated (Minimal Wear),14,
MP5-SD | Agent,FACTORY_NEW,False,False,9.75,MP5-SD | Agent (Factory New),14,
AUG | Contractor,FACTORY_NEW,False,False,1.0,AUG | Contractor (Factory New),14,
Warowl,,False,False,0.8,Sticker | Warowl,14,
Tec-9 | Isaac,FIELD_TESTED,True,False,3.43,StatTrak™ Tec-9 | Isaac (Field-Tested),14,
Dual Berettas | Twin Turbo,FACTORY_NEW,False,False,11.0,Dual Berettas | Twin Turbo (Factory New),14,
Sticker | nafany (Glitter) | Antwerp 2022,,False,False,0.19,Sticker | nafany (Glitter) | Antwerp 2022,14,
Glock-18 | Vogue,BATTLE_SCARRED,False,False,1.68,Glock-18 | Vogue (Battle-Scarred),14,
Tec-9 | Sandstorm,FIELD_TESTED,True,False,0.82,StatTrak™ Tec-9 | Sandstorm (Field-Tested),14,
Sticker | jL (Glitter) | Shanghai 2024,,False,False,0.17,Sticker | jL (Glitter) | Shanghai 2024,14,
USP-S | Desert Tactical,MINIMAL_WEAR,False,True,0.6,Souvenir USP-S | Desert Tactical (Minimal Wear),14,
Sticker | Hello AWP,,False,False,0.79,Sticker | Hello AWP,14,
AWP | Crakow!,WELL_WORN,False,False,26.0,AWP | Crakow! (Well-Worn),14,
Desert Eagle | Light Rail,FACTORY_NEW,False,False,8.47,Desert Eagle | Light Rail (Factory New),14,
Sealed Graffiti | Little EZ (Desert Amber),,False,False,0.15,Sealed Graffiti | Little EZ (Desert Amber),14,
Tec-9 | Blue Titanium,FACTORY_NEW,True,False,9.5,StatTrak™ Tec-9 | Blue Titanium (Factory New),14,
MP7 | Armor Core,FIELD_TESTED,True,False,0.26,StatTrak™ MP7 | Armor Core (Field-Tested),14,
M249 | O.S.I.P.R.,BATTLE_SCARRED,True,False,0.27,StatTrak™ M249 | O.S.I.P.R. (Battle-Scarred),14,
M4A1-S | Rose Hex,FACTORY_NEW,False,False,3.49,M4A1-S | Rose Hex (Factory New),14,
★ Sport Gloves | Vice,FIELD_TESTED,False,False,999.0,★ Sport Gloves | Vice (Field-Tested),14,
Sticker | G2 Esports (Holo) | Katowice 2019,,False,False,9.99,Sticker | G2 Esports (Holo) | Katowice 2019,13,
Sticker | Team Liquid (Gold) | Paris 2023,,False,False,3.79,Sticker | Team Liquid (Gold) | Paris 2023,13,
P90 | Module,FIELD_TESTED,False,False,1.34,P90 | Module (Field-Tested),13,
XM1014 | CaliCamo,FACTORY_NEW,False,False,0.36,XM1014 | CaliCamo (Factory New),13,
Sticker | BIG | Boston 2018,,False,False,1.52,Sticker | BIG | Boston 2018,13,
Sticker | FlyQuest (Foil) | Austin 2025,,False,False,0.49,Sticker | FlyQuest (Foil) | Austin 2025,13,
Sealed Graffiti | Astralis | Krakow 2017,,False,False,1.97,Sealed Graffiti | Astralis | Krakow 2017,13,
UMP-45 | Exposure,FACTORY_NEW,True,False,4.78,StatTrak™ UMP-45 | Exposure (Factory New),13,
Dual Berettas | Briar,MINIMAL_WEAR,False,True,2.49,Souvenir Dual Berettas | Briar (Minimal Wear),13,
G3SG1 | Scavenger,BATTLE_SCARRED,False,False,0.36,G3SG1 | Scavenger (Battle-Scarred),13,
MAG-7 | Heat,FIELD_TESTED,False,False,0.5,MAG-7 | Heat (Field-Tested),13,
P90 | Neoqueen,FIELD_TESTED,True,False,0.44,StatTrak™ P90 | Neoqueen (Field-Tested),13,
apEX | Boston 2018,,False,False,1.39,Sticker | apEX | Boston 2018,13,
Sawed-Off | Morris,FACTORY_NEW,True,False,1.41,StatTrak™ Sawed-Off | Morris (Factory New),13,
Sticker | Natus Vincere | Boston 2018,,False,False,2.26,Sticker | Natus Vincere | Boston 2018,13,
UMP-45 | Riot,MINIMAL_WEAR,False,False,0.37,UMP-45 | Riot (Minimal Wear),13,
Galil AR | Signal,MINIMAL_WEAR,True,False,1.99,StatTrak™ Galil AR | Signal (Minimal Wear),13,
P250 | See Ya Later,FACTORY_NEW,False,False,39.78,P250 | See Ya Later (Factory New),13,
Sealed Graffiti | Question Mark (Cash Green),,False,False,0.23,Sealed Graffiti | Question Mark (Cash Green),13,
Sticker | electronic | Katowice 2019,,False,False,0.39,Sticker | electronic | Katowice 2019,13,
SG 553 | Danger Close,FACTORY_NEW,False,False,0.46,SG 553 | Danger Close (Factory New),13,
UMP-45 | Grand Prix,FIELD_TESTED,True,False,0.78,StatTrak™ UMP-45 | Grand Prix (Field-Tested),13,
AK-47 | Steel Delta,BATTLE_SCARRED,False,False,2.98,AK-47 | Steel Delta (Battle-Scarred),13,
Five-SeveN | Boost Protocol,MINIMAL_WEAR,True,False,7.89,StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),13,
Nova | Wood Fired,FACTORY_NEW,True,False,0.66,StatTrak™ Nova | Wood Fired (Factory New),13,
★ Talon Knife | Rust Coat,BATTLE_SCARRED,False,False,376.12,★ Talon Knife | Rust Coat (Battle-Scarred),13,
Sticker | Natus Vincere | Atlanta 2017,,False,False,6.42,Sticker | Natus Vincere | Atlanta 2017,13,
MAC-10 | Pipe Down,BATTLE_SCARRED,False,False,0.36,MAC-10 | Pipe Down (Battle-Scarred),13,
M4A4 | Magnesium,FACTORY_NEW,True,False,24.21,StatTrak™ M4A4 | Magnesium (Factory New),13,
P2000 | Wicked Sick,BATTLE_SCARRED,False,False,0.7,P2000 | Wicked Sick (Battle-Scarred),13,
Nova | Quick Sand,FACTORY_NEW,False,True,0.81,Souvenir Nova | Quick Sand (Factory New),13,
UMP-45 | Wild Child,FIELD_TESTED,True,False,1.89,StatTrak™ UMP-45 | Wild Child (Field-Tested),13,
Sticker | YEKINDAR (Holo) | Paris 2023,,False,False,0.5,Sticker | YEKINDAR (Holo) | Paris 2023,13,
Sticker | TACO | Katowice 2019,,False,False,0.35,Sticker | TACO | Katowice 2019,13,
Sticker | Hello AUG,,False,False,0.79,Sticker | Hello AUG,13,
CZ75-Auto | Framework,MINIMAL_WEAR,False,False,0.48,CZ75-Auto | Framework (Minimal Wear),13,
XM1014 | Scumbria,BATTLE_SCARRED,False,False,0.1,XM1014 | Scumbria (Battle-Scarred),13,
Dual Berettas | Emerald,FACTORY_NEW,False,False,49.27,Dual Berettas | Emerald (Factory New),13,
Green Swallow,,False,False,1.79,Sticker | Green Swallow,13,
Col. Mangos Dabisi | Guerrilla Warfare,,False,False,44.16,Col. Mangos Dabisi | Guerrilla Warfare,13,
Sealed Graffiti | PENTA Sports | Krakow 2017,,False,False,1.06,Sealed Graffiti | PENTA Sports | Krakow 2017,13,
M4A4 | Turbine,BATTLE_SCARRED,False,False,0.54,M4A4 | Turbine (Battle-Scarred),13,
AWP | Duality,BATTLE_SCARRED,False,False,1.38,AWP | Duality (Battle-Scarred),13,
XM1014 | Blue Tire,FACTORY_NEW,False,False,0.82,XM1014 | Blue Tire (Factory New),13,
M4A1-S | Fizzy POP,MINIMAL_WEAR,False,False,3.5,M4A1-S | Fizzy POP (Minimal Wear),13,
Patch | Giant Squid,,False,False,8.0,Patch | Giant Squid,13,
Sticker | Legendary (Foil),,False,False,2.4,Sticker | Legendary (Foil),13,
UMP-45 | Labyrinth,MINIMAL_WEAR,True,False,0.39,StatTrak™ UMP-45 | Labyrinth (Minimal Wear),13,
PP-Bizon | Cobalt Halftone,MINIMAL_WEAR,True,False,1.15,StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear),13,
Sticker | nexa (Holo) | Copenhagen 2024,,False,False,0.71,Sticker | nexa (Holo) | Copenhagen 2024,13,
Tec-9 | Fubar,FIELD_TESTED,True,False,0.13,StatTrak™ Tec-9 | Fubar (Field-Tested),13,
SSG 08 | Azure Glyph,MINIMAL_WEAR,False,False,0.28,SSG 08 | Azure Glyph (Minimal Wear),13,
MAC-10 | Palm,MINIMAL_WEAR,False,False,0.13,MAC-10 | Palm (Minimal Wear),13,
Sticker | Liquid Fire,,False,False,9.8,Sticker | Liquid Fire,13,
"StatTrak™ Music Kit | Denzel Curry, ULTIMATE",,True,False,6.34,"StatTrak™ Music Kit | Denzel Curry, ULTIMATE",13,
XM1014 | Scumbria,FACTORY_NEW,False,False,1.08,XM1014 | Scumbria (Factory New),13,
Sealed Graffiti | Immortals | Krakow 2017,,False,False,1.51,Sealed Graffiti | Immortals | Krakow 2017,13,
USP-S | Jawbreaker,BATTLE_SCARRED,False,False,3.17,USP-S | Jawbreaker (Battle-Scarred),13,
Sealed Graffiti | Hop (Jungle Green),,False,False,0.24,Sealed Graffiti | Hop (Jungle Green),13,
PP-Bizon | Space Cat,MINIMAL_WEAR,True,False,0.9,StatTrak™ PP-Bizon | Space Cat (Minimal Wear),13,
Number K | The Professionals,,False,False,90.0,Number K | The Professionals,13,
Negev | Lionfish,MINIMAL_WEAR,False,False,0.57,Negev | Lionfish (Minimal Wear),13,
SCAR-20 | Assault,FACTORY_NEW,True,False,2.7,StatTrak™ SCAR-20 | Assault (Factory New),13,
Sticker | REZ (Holo) | Paris 2023,,False,False,0.49,Sticker | REZ (Holo) | Paris 2023,13,
SCAR-20 | Assault,MINIMAL_WEAR,False,False,0.19,SCAR-20 | Assault (Minimal Wear),13,
Sticker | Lucky | Katowice 2019,,False,False,1.69,Sticker | Lucky | Katowice 2019,13,
M4A4 | Faded Zebra,MINIMAL_WEAR,False,False,4.32,M4A4 | Faded Zebra (Minimal Wear),13,
Sealed Graffiti | Question Mark (Desert Amber),,False,False,0.16,Sealed Graffiti | Question Mark (Desert Amber),13,
Paris 2023 Viewer Pass,,False,False,8.11,Paris 2023 Viewer Pass,13,
SCAR-20 | Army Sheen,MINIMAL_WEAR,False,False,3.0,SCAR-20 | Army Sheen (Minimal Wear),13,
SCAR-20 | Cardiac,FIELD_TESTED,False,False,3.16,SCAR-20 | Cardiac (Field-Tested),13,
SCAR-20 | Grotto,FACTORY_NEW,True,False,1.99,StatTrak™ SCAR-20 | Grotto (Factory New),13,
Sticker | zevy (Holo) | Paris 2023,,False,False,0.47,Sticker | zevy (Holo) | Paris 2023,13,
Desert Eagle | Printstream,BATTLE_SCARRED,False,False,24.0,Desert Eagle | Printstream (Battle-Scarred),13,
Sticker | chopper (Glitter) | Antwerp 2022,,False,False,0.12,Sticker | chopper (Glitter) | Antwerp 2022,13,
Sticker | Renegades | London 2018,,False,False,0.95,Sticker | Renegades | London 2018,13,
AK-47 | Emerald Pinstripe,MINIMAL_WEAR,False,False,4.5,AK-47 | Emerald Pinstripe (Minimal Wear),13,
Sticker | Rogue | London 2018,,False,False,1.6,Sticker | Rogue | London 2018,13,
Sealed Graffiti | Choke (Monarch Blue),,False,False,0.3,Sealed Graffiti | Choke (Monarch Blue),13,
AK-47 | Aquamarine Revenge,MINIMAL_WEAR,False,False,70.32,AK-47 | Aquamarine Revenge (Minimal Wear),13,
Sticker | OG (Gold) | 2020 RMR,,False,False,1.3,Sticker | OG (Gold) | 2020 RMR,13,
Dual Berettas | Sweet Little Angels,FIELD_TESTED,False,False,4.27,Dual Berettas | Sweet Little Angels (Field-Tested),13,
Sealed Graffiti | Puke (Tracer Yellow),,False,False,0.24,Sealed Graffiti | Puke (Tracer Yellow),13,
Bossy Burger,,False,False,1.5,Sticker | Bossy Burger,13,
"Music Kit | Tree Adams, Seventh Moon",,False,False,1.2,"Music Kit | Tree Adams, Seventh Moon",13,
MAC-10 | Disco Tech,BATTLE_SCARRED,False,False,1.53,MAC-10 | Disco Tech (Battle-Scarred),13,
MP9 | Ruby Poison Dart,FACTORY_NEW,True,False,9.99,StatTrak™ MP9 | Ruby Poison Dart (Factory New),13,
Sealed Graffiti | Little Bock (Tracer Yellow),,False,False,0.28,Sealed Graffiti | Little Bock (Tracer Yellow),13,
JW | Cologne 2015,,False,False,2.12,Sticker | JW | Cologne 2015,13,
flusha | Cologne 2015,,False,False,2.2,Sticker | flusha | Cologne 2015,13,
Desert Eagle | Mulberry,MINIMAL_WEAR,False,False,29.55,Desert Eagle | Mulberry (Minimal Wear),13,
Nova | Walnut,FIELD_TESTED,False,True,0.49,Souvenir Nova | Walnut (Field-Tested),13,
Virtus.pro | Katowice 2015,,False,False,16.8,Sticker | Virtus.pro | Katowice 2015,13,
Sticker | frozen (Holo) | Paris 2023,,False,False,0.8,Sticker | frozen (Holo) | Paris 2023,13,
SG 553 | Colony IV,FIELD_TESTED,False,False,7.67,SG 553 | Colony IV (Field-Tested),13,
Sticker | karrigan (Glitter) | Copenhagen 2024,,False,False,0.4,Sticker | karrigan (Glitter) | Copenhagen 2024,13,
UMP-45 | Arctic Wolf,FIELD_TESTED,True,False,0.61,StatTrak™ UMP-45 | Arctic Wolf (Field-Tested),13,
Desert Eagle | Bronze Deco,WELL_WORN,True,False,0.68,StatTrak™ Desert Eagle | Bronze Deco (Well-Worn),13,
Piece Of Cake,,False,False,0.69,Sticker | Piece Of Cake,13,
PENTA Sports | DreamHack 2014,,False,False,24.0,Sticker | PENTA Sports | DreamHack 2014,13,
Tec-9 | Slag,MINIMAL_WEAR,True,False,0.28,StatTrak™ Tec-9 | Slag (Minimal Wear),13,
iBUYPOWER | DreamHack 2014,,False,False,200.0,Sticker | iBUYPOWER | DreamHack 2014,13,
P90 | Randy Rush,BATTLE_SCARRED,False,False,0.57,P90 | Randy Rush (Battle-Scarred),13,
Sealed Graffiti | Dizzy (Monster Purple),,False,False,0.19,Sealed Graffiti | Dizzy (Monster Purple),13,
G2 Esports (Holo) | MLG Columbus 2016,,False,False,25.43,Sticker | G2 Esports (Holo) | MLG Columbus 2016,13,
Five-SeveN | Scrawl,FACTORY_NEW,True,False,7.25,StatTrak™ Five-SeveN | Scrawl (Factory New),13,
UMP-45 | Moonrise,FIELD_TESTED,True,False,0.82,StatTrak™ UMP-45 | Moonrise (Field-Tested),13,
Sticker | m0NESY (Holo) | Paris 2023,,False,False,2.71,Sticker | m0NESY (Holo) | Paris 2023,13,
Glock-18 | Water Elemental,BATTLE_SCARRED,False,False,3.36,Glock-18 | Water Elemental (Battle-Scarred),13,
Shooting Star Return,,False,False,1.08,Sticker | Shooting Star Return,13,
R8 Revolver | Tango,BATTLE_SCARRED,True,False,0.22,StatTrak™ R8 Revolver | Tango (Battle-Scarred),13,
Sealed Graffiti | Dizzy (Shark White),,False,False,5.0,Sealed Graffiti | Dizzy (Shark White),13,
M4A4 | Choppa,MINIMAL_WEAR,False,False,0.39,M4A4 | Choppa (Minimal Wear),13,
Sticker | Freeze (Lenticular),,False,False,1.88,Sticker | Freeze (Lenticular),13,
Sticker | FURIA (Gold) | 2020 RMR,,False,False,5.0,Sticker | FURIA (Gold) | 2020 RMR,13,
PP-Bizon | Facility Sketch,FACTORY_NEW,False,False,0.69,PP-Bizon | Facility Sketch (Factory New),13,
Sticker | rain (Glitter) | Copenhagen 2024,,False,False,0.8,Sticker | rain (Glitter) | Copenhagen 2024,13,
USP-S | Torque,FACTORY_NEW,True,False,6.6,StatTrak™ USP-S | Torque (Factory New),13,
Sticker | broky (Holo) | Copenhagen 2024,,False,False,1.15,Sticker | broky (Holo) | Copenhagen 2024,13,
CZ75-Auto | Crimson Web,FIELD_TESTED,False,False,0.99,CZ75-Auto | Crimson Web (Field-Tested),13,
MAG-7 | Navy Sheen,MINIMAL_WEAR,False,False,0.53,MAG-7 | Navy Sheen (Minimal Wear),13,
Devouring Flame,,False,False,0.34,Sticker | Devouring Flame,13,
★ Driver Gloves | Racing Green,FIELD_TESTED,False,False,59.95,★ Driver Gloves | Racing Green (Field-Tested),13,
M4A4 | Poly Mag,FACTORY_NEW,True,False,4.25,StatTrak™ M4A4 | Poly Mag (Factory New),13,
Basilisk,,False,False,2.98,Sticker | Basilisk,13,
USP-S | Printstream,BATTLE_SCARRED,False,False,24.42,USP-S | Printstream (Battle-Scarred),13,
Hippocamp (Holo),,False,False,0.8,Sticker | Hippocamp (Holo),13,
Stockholm 2021 Inferno Souvenir Package,,False,False,4.13,Stockholm 2021 Inferno Souvenir Package,13,
Sticker | vexite (Holo) | Shanghai 2024,,False,False,0.9,Sticker | vexite (Holo) | Shanghai 2024,13,
Sealed Graffiti | Goofy (Princess Pink),,False,False,0.26,Sealed Graffiti | Goofy (Princess Pink),13,
R8 Revolver | Crazy 8,BATTLE_SCARRED,True,False,0.39,StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred),13,
USP-S | Printstream,WELL_WORN,False,False,29.95,USP-S | Printstream (Well-Worn),13,
CZ75-Auto | Pole Position,FIELD_TESTED,True,False,0.73,StatTrak™ CZ75-Auto | Pole Position (Field-Tested),13,
Hamster Hawk,,False,False,3.69,Sealed Graffiti | Hamster Hawk,13,
Five-SeveN | Buddy,FACTORY_NEW,False,False,6.5,Five-SeveN | Buddy (Factory New),13,
R8 Revolver | Crimson Web,FIELD_TESTED,True,False,0.4,StatTrak™ R8 Revolver | Crimson Web (Field-Tested),13,
EZ,,False,False,2.76,Sealed Graffiti | EZ,13,
Easy Peasy,,False,False,0.29,Sealed Graffiti | Easy Peasy,13,
Glock-18 | Sacrifice,FIELD_TESTED,True,False,0.37,StatTrak™ Glock-18 | Sacrifice (Field-Tested),13,
AK-47 | B the Monster,MINIMAL_WEAR,False,False,1000.0,AK-47 | B the Monster (Minimal Wear),13,
Desert Eagle | Midnight Storm,MINIMAL_WEAR,False,False,32.84,Desert Eagle | Midnight Storm (Minimal Wear),13,
Sealed Graffiti | Smarmy (Monarch Blue),,False,False,0.43,Sealed Graffiti | Smarmy (Monarch Blue),13,
USP-S | Royal Blue,FIELD_TESTED,False,False,14.01,USP-S | Royal Blue (Field-Tested),13,
AK-47 | Searing Rage,BATTLE_SCARRED,False,False,2.28,AK-47 | Searing Rage (Battle-Scarred),13,
FAMAS | Night Borre,FIELD_TESTED,False,False,6.41,FAMAS | Night Borre (Field-Tested),13,
Five-SeveN | Scumbria,MINIMAL_WEAR,False,False,0.11,Five-SeveN | Scumbria (Minimal Wear),13,
SSG 08 | Abyss,WELL_WORN,True,False,0.46,StatTrak™ SSG 08 | Abyss (Well-Worn),13,
"StatTrak™ Music Kit | Neck Deep, Life's Not Out To Get You",,True,False,16.39,"StatTrak™ Music Kit | Neck Deep, Life's Not Out To Get You",13,
Sealed Graffiti | OMG (Bazooka Pink),,False,False,0.26,Sealed Graffiti | OMG (Bazooka Pink),13,
Boston 2018 Attending Legends Autograph Capsule,,False,False,25.72,Boston 2018 Attending Legends Autograph Capsule,13,
G3SG1 | Ventilator,FACTORY_NEW,True,False,1.26,StatTrak™ G3SG1 | Ventilator (Factory New),13,
P2000 | Sure Grip,FACTORY_NEW,False,False,0.89,P2000 | Sure Grip (Factory New),13,
Sealed Graffiti | Smooch (SWAT Blue),,False,False,0.18,Sealed Graffiti | Smooch (SWAT Blue),13,
P90 | Grim,FIELD_TESTED,True,False,0.16,StatTrak™ P90 | Grim (Field-Tested),13,
XM1014 | Slipstream,MINIMAL_WEAR,True,False,0.93,StatTrak™ XM1014 | Slipstream (Minimal Wear),13,
AK-47 | Searing Rage,FIELD_TESTED,True,False,7.88,StatTrak™ AK-47 | Searing Rage (Field-Tested),13,
FAMAS | Decommissioned,MINIMAL_WEAR,False,False,0.21,FAMAS | Decommissioned (Minimal Wear),13,
USP-S | Guardian,FIELD_TESTED,False,False,3.69,USP-S | Guardian (Field-Tested),13,
Nova | Dark Sigil,WELL_WORN,True,False,0.14,StatTrak™ Nova | Dark Sigil (Well-Worn),13,
USP-S | Blood Tiger,FACTORY_NEW,False,False,11.99,USP-S | Blood Tiger (Factory New),13,
Sticker | xfl0ud (Holo) | Antwerp 2022,,False,False,0.88,Sticker | xfl0ud (Holo) | Antwerp 2022,13,
FAMAS | Decommissioned,WELL_WORN,True,False,0.2,StatTrak™ FAMAS | Decommissioned (Well-Worn),13,
AWP | Sun in Leo,MINIMAL_WEAR,False,False,24.29,AWP | Sun in Leo (Minimal Wear),13,
Nova | Dark Sigil,MINIMAL_WEAR,False,False,0.11,Nova | Dark Sigil (Minimal Wear),13,
Sealed Graffiti | Hop (Monarch Blue),,False,False,0.27,Sealed Graffiti | Hop (Monarch Blue),13,
P250 | Facility Draft,FACTORY_NEW,False,False,1.18,P250 | Facility Draft (Factory New),13,
Sticker | DickStacy | Katowice 2019,,False,False,18.39,Sticker | DickStacy | Katowice 2019,13,
USP-S | Guardian,FACTORY_NEW,False,False,30.87,USP-S | Guardian (Factory New),13,
USP-S | Guardian,FACTORY_NEW,True,False,16.18,StatTrak™ USP-S | Guardian (Factory New),13,
FAMAS | Cyanospatter,MINIMAL_WEAR,False,False,0.16,FAMAS | Cyanospatter (Minimal Wear),13,
Desert Eagle | Trigger Discipline,WELL_WORN,True,False,1.49,StatTrak™ Desert Eagle | Trigger Discipline (Well-Worn),13,
SSG 08 | Memorial,MINIMAL_WEAR,False,False,0.14,SSG 08 | Memorial (Minimal Wear),13,
Sawed-Off | Full Stop,MINIMAL_WEAR,False,False,0.91,Sawed-Off | Full Stop (Minimal Wear),13,
Sticker | T Rush (Holo),,False,False,2.19,Sticker | T Rush (Holo),13,
Nova | Windblown,FACTORY_NEW,True,False,1.25,StatTrak™ Nova | Windblown (Factory New),13,
Sticker | Natus Vincere (Foil) | Stockholm 2021,,False,False,1.82,Sticker | Natus Vincere (Foil) | Stockholm 2021,13,
G3SG1 | Black Sand,FIELD_TESTED,False,False,1.05,G3SG1 | Black Sand (Field-Tested),13,
G3SG1 | Orange Crash,FACTORY_NEW,False,False,1.1,G3SG1 | Orange Crash (Factory New),13,
Patch | Metal Legendary Eagle Master ★,,False,False,4.89,Patch | Metal Legendary Eagle Master ★,13,
Enforcer | Phoenix,,False,False,17.1,Enforcer | Phoenix,13,
Sticker | s1mple (Foil) | Berlin 2019,,False,False,5.99,Sticker | s1mple (Foil) | Berlin 2019,13,
P2000 | Turf,FIELD_TESTED,False,False,0.28,P2000 | Turf (Field-Tested),13,
Galil AR | Rocket Pop,BATTLE_SCARRED,True,False,0.72,StatTrak™ Galil AR | Rocket Pop (Battle-Scarred),13,
Sticker | drop | Rio 2022,,False,False,0.29,Sticker | drop | Rio 2022,13,
AK-47 | Bloodsport,FIELD_TESTED,False,False,143.89,AK-47 | Bloodsport (Field-Tested),13,
Sticker | bLitz (Holo) | Paris 2023,,False,False,0.98,Sticker | bLitz (Holo) | Paris 2023,13,
Sticker | Sharks Esports (Holo) | Stockholm 2021,,False,False,9.23,Sticker | Sharks Esports (Holo) | Stockholm 2021,13,
MP7 | Akoben,FACTORY_NEW,True,False,1.6,StatTrak™ MP7 | Akoben (Factory New),13,
Dual Berettas | Tread,MINIMAL_WEAR,False,False,5.19,Dual Berettas | Tread (Minimal Wear),13,
Sealed Graffiti | OMG (Monarch Blue),,False,False,0.2,Sealed Graffiti | OMG (Monarch Blue),13,
Sticker | Vitality (Holo) | Copenhagen 2024,,False,False,8.24,Sticker | Vitality (Holo) | Copenhagen 2024,13,
Sticker | dav1deuS | Rio 2022,,False,False,0.38,Sticker | dav1deuS | Rio 2022,13,
Sealed Graffiti | Choke (Brick Red),,False,False,0.43,Sealed Graffiti | Choke (Brick Red),13,
Sticker | XANTARES (Glitter) | Antwerp 2022,,False,False,1.86,Sticker | XANTARES (Glitter) | Antwerp 2022,13,
Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,,False,False,33.16,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,13,
MP9 | Bioleak,FACTORY_NEW,True,False,3.95,StatTrak™ MP9 | Bioleak (Factory New),13,
M4A4 | Evil Daimyo,FACTORY_NEW,False,False,17.18,M4A4 | Evil Daimyo (Factory New),13,
P2000 | Ivory,MINIMAL_WEAR,False,False,0.21,P2000 | Ivory (Minimal Wear),13,
Negev | dev_texture,MINIMAL_WEAR,True,False,1.37,StatTrak™ Negev | dev_texture (Minimal Wear),13,
Sawed-Off | Highwayman,MINIMAL_WEAR,False,False,1.14,Sawed-Off | Highwayman (Minimal Wear),13,
Sticker | biguzera (Holo) | Paris 2023,,False,False,0.32,Sticker | biguzera (Holo) | Paris 2023,13,
MAC-10 | Last Dive,FIELD_TESTED,True,False,2.65,StatTrak™ MAC-10 | Last Dive (Field-Tested),13,
Sealed Graffiti | OMG (Tracer Yellow),,False,False,0.24,Sealed Graffiti | OMG (Tracer Yellow),13,
Sticker | Heroic (Holo) | Stockholm 2021,,False,False,4.5,Sticker | Heroic (Holo) | Stockholm 2021,13,
