name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
Sticker | paiN Gaming (Holo) | Stockholm 2021,,False,False,8.2,Sticker | paiN Gaming (Holo) | Stockholm 2021,13,
Sticker | ZywOo (Glitter) | Rio 2022,,False,False,0.7,Sticker | ZywOo (Glitter) | Rio 2022,13,
Sticker | REZ (Foil) | Berlin 2019,,False,False,0.34,Sticker | REZ (Foil) | Berlin 2019,13,
Sealed Graffiti | Smarmy (Wire Blue),,False,False,0.34,Sealed Graffiti | Smarmy (Wire Blue),13,
Glock-18 | Wasteland Rebel,MINIMAL_WEAR,False,False,5.98,Glock-18 | Wasteland Rebel (Minimal Wear),13,
Sticker | kNgV- | Berlin 2019,,False,False,2.72,Sticker | kNgV- | Berlin 2019,13,
Dual Berettas | Dualing Dragons,FACTORY_NEW,False,False,3.29,Dual Berettas | Dualing Dragons (Factory New),13,
Sticker | EliGE (Holo) | Paris 2023,,False,False,0.79,Sticker | EliGE (Holo) | Paris 2023,13,
Overpass Pin,,False,False,4.28,Overpass Pin,13,
SG 553 | Basket Halftone,FACTORY_NEW,False,False,0.6,SG 553 | Basket Halftone (Factory New),13,
Desert Eagle | Meteorite,FIELD_TESTED,False,False,1.99,Desert Eagle | Meteorite (Field-Tested),13,
Sawed-Off | Limelight,FIELD_TESTED,False,False,0.46,Sawed-Off | Limelight (Field-Tested),13,
Five-SeveN | Flame Test,BATTLE_SCARRED,True,False,0.16,StatTrak™ Five-SeveN | Flame Test (Battle-Scarred),13,
Countdown,,False,False,0.25,Sticker | Countdown,13,
Sticker | Djoko (Glitter) | Shanghai 2024,,False,False,0.12,Sticker | Djoko (Glitter) | Shanghai 2024,13,
Desert Eagle | Calligraffiti,FIELD_TESTED,True,False,0.59,StatTrak™ Desert Eagle | Calligraffiti (Field-Tested),13,
AK-47 | Nightwish,BATTLE_SCARRED,False,False,4.79,AK-47 | Nightwish (Battle-Scarred),13,
Dual Berettas | Ventilators,FIELD_TESTED,True,False,0.19,StatTrak™ Dual Berettas | Ventilators (Field-Tested),13,
MAG-7 | Core Breach,FIELD_TESTED,False,False,0.6,MAG-7 | Core Breach (Field-Tested),13,
MP7 | Special Delivery,MINIMAL_WEAR,False,False,2.31,MP7 | Special Delivery (Minimal Wear),13,
Sticker | faveN (Holo) | Antwerp 2022,,False,False,0.49,Sticker | faveN (Holo) | Antwerp 2022,13,
Glock-18 | Ironwork,WELL_WORN,False,False,0.16,Glock-18 | Ironwork (Well-Worn),13,
Sticker | Renegades (Holo) | Berlin 2019,,False,False,2.52,Sticker | Renegades (Holo) | Berlin 2019,13,
Five-SeveN | Angry Mob,FIELD_TESTED,False,False,3.7,Five-SeveN | Angry Mob (Field-Tested),13,
XM1014 | Zombie Offensive,MINIMAL_WEAR,True,False,0.66,StatTrak™ XM1014 | Zombie Offensive (Minimal Wear),13,
Five-SeveN | Withered Vine,FACTORY_NEW,False,False,5.05,Five-SeveN | Withered Vine (Factory New),13,
FAMAS | Valence,FACTORY_NEW,False,False,24.85,FAMAS | Valence (Factory New),13,
AK-47 | The Outsiders,BATTLE_SCARRED,False,False,4.85,AK-47 | The Outsiders (Battle-Scarred),13,
Sticker | donk (Holo) | Copenhagen 2024,,False,False,18.0,Sticker | donk (Holo) | Copenhagen 2024,13,
Boston 2018 Returning Challengers Autograph Capsule,,False,False,14.74,Boston 2018 Returning Challengers Autograph Capsule,13,
Galil AR | Black Sand,FIELD_TESTED,True,False,0.27,StatTrak™ Galil AR | Black Sand (Field-Tested),13,
dennis | Cologne 2015,,False,False,1.93,Sticker | dennis | Cologne 2015,13,
ESL One Cologne 2015 Legends (Foil),,False,False,23.18,ESL One Cologne 2015 Legends (Foil),12,
M4A1-S | Wash me plz,WELL_WORN,False,False,0.24,M4A1-S | Wash me plz (Well-Worn),12,
Sticker | ZywOo (Holo) | Stockholm 2021,,False,False,4.56,Sticker | ZywOo (Holo) | Stockholm 2021,12,
Sticker | Smoke Criminal,,False,False,2.4,Sticker | Smoke Criminal,12,
Sealed Graffiti | Grimace (Bazooka Pink),,False,False,0.18,Sealed Graffiti | Grimace (Bazooka Pink),12,
MAC-10 | Carnivore,WELL_WORN,False,False,0.18,MAC-10 | Carnivore (Well-Worn),12,
UMP-45 | Neo-Noir,WELL_WORN,False,False,3.7,UMP-45 | Neo-Noir (Well-Worn),12,
Sticker | This Is Fine (T),,False,False,0.13,Sticker | This Is Fine (T),12,
Sealed Graffiti | Fnatic | Krakow 2017,,False,False,1.09,Sealed Graffiti | Fnatic | Krakow 2017,12,
P250 | Inferno,FACTORY_NEW,False,False,3.94,P250 | Inferno (Factory New),12,
UMP-45 | Briefing,FACTORY_NEW,True,False,3.95,StatTrak™ UMP-45 | Briefing (Factory New),12,
Sticker | Face Me (Foil),,False,False,3.84,Sticker | Face Me (Foil),12,
Sealed Graffiti | Shining Star (Battle Green),,False,False,1.04,Sealed Graffiti | Shining Star (Battle Green),12,
Tec-9 | Cracked Opal,FIELD_TESTED,True,False,0.24,StatTrak™ Tec-9 | Cracked Opal (Field-Tested),12,
MP5-SD | Bamboo Garden,FACTORY_NEW,False,False,5.78,MP5-SD | Bamboo Garden (Factory New),12,
StatTrak™ MP9 | Capillary,MINIMAL_WEAR,False,False,0.28,MP9 | Capillary (Minimal Wear),12,
Desert Eagle | Sputnik,MINIMAL_WEAR,False,False,4.3,Desert Eagle | Sputnik (Minimal Wear),12,
Galil AR | Rocket Pop,FACTORY_NEW,False,False,10.48,Galil AR | Rocket Pop (Factory New),12,
Galil AR | Kami,FACTORY_NEW,False,False,3.94,Galil AR | Kami (Factory New),12,
Welcome to the Clutch,,False,False,1.47,Sealed Graffiti | Welcome to the Clutch,12,
Sticker | NQZ (Holo) | Copenhagen 2024,,False,False,0.74,Sticker | NQZ (Holo) | Copenhagen 2024,12,
P90 | Vent Rush,WELL_WORN,False,False,0.22,P90 | Vent Rush (Well-Worn),12,
★ Bayonet | Marble Fade,FACTORY_NEW,False,False,584.67,★ Bayonet | Marble Fade (Factory New),12,
Five-SeveN | Violent Daimyo,FIELD_TESTED,True,False,0.83,StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested),12,
Unicorn,,False,False,0.61,Sealed Graffiti | Unicorn,12,
Glock-18 | Glockingbird,FIELD_TESTED,False,False,5.0,Glock-18 | Glockingbird (Field-Tested),12,
Sealed Graffiti | Chef Kiss (Brick Red),,False,False,0.27,Sealed Graffiti | Chef Kiss (Brick Red),12,
P90 | Vent Rush,FACTORY_NEW,False,False,1.75,P90 | Vent Rush (Factory New),12,
R8 Revolver | Junk Yard,BATTLE_SCARRED,True,False,0.26,StatTrak™ R8 Revolver | Junk Yard (Battle-Scarred),12,
MAC-10 | Heat,FIELD_TESTED,False,False,3.57,MAC-10 | Heat (Field-Tested),12,
Five-SeveN | Triumvirate,FIELD_TESTED,False,False,2.1,Five-SeveN | Triumvirate (Field-Tested),12,
AK-47 | Slate,MINIMAL_WEAR,True,False,34.44,StatTrak™ AK-47 | Slate (Minimal Wear),12,
Desert Eagle | Sputnik,FACTORY_NEW,False,False,11.0,Desert Eagle | Sputnik (Factory New),12,
Sticker | stanislaw | Katowice 2019,,False,False,0.44,Sticker | stanislaw | Katowice 2019,12,
Negev | Drop Me,FACTORY_NEW,False,False,0.34,Negev | Drop Me (Factory New),12,
AUG | Syd Mead,FIELD_TESTED,True,False,2.84,StatTrak™ AUG | Syd Mead (Field-Tested),12,
Sealed Graffiti | Smirk (Tracer Yellow),,False,False,0.89,Sealed Graffiti | Smirk (Tracer Yellow),12,
Sawed-Off | Clay Ambush,FACTORY_NEW,False,False,1.98,Sawed-Off | Clay Ambush (Factory New),12,
Galil AR | Firefight,BATTLE_SCARRED,False,False,0.25,Galil AR | Firefight (Battle-Scarred),12,
SG 553 | Triarch,FACTORY_NEW,False,False,3.87,SG 553 | Triarch (Factory New),12,
Sticker | ropz | Antwerp 2022,,False,False,0.14,Sticker | ropz | Antwerp 2022,12,
M249 | Spectre,FACTORY_NEW,True,False,1.5,StatTrak™ M249 | Spectre (Factory New),12,
Sticker | ViCi Gaming (Holo) | Katowice 2019,,False,False,23.99,Sticker | ViCi Gaming (Holo) | Katowice 2019,12,
★ Navaja Knife | Tiger Tooth,FACTORY_NEW,False,False,129.98,★ Navaja Knife | Tiger Tooth (Factory New),12,
SCAR-20 | Powercore,WELL_WORN,False,False,0.22,SCAR-20 | Powercore (Well-Worn),12,
G3SG1 | Ventilator,FACTORY_NEW,False,False,0.49,G3SG1 | Ventilator (Factory New),12,
Sticker | fnx (Holo) | Antwerp 2022,,False,False,1.99,Sticker | fnx (Holo) | Antwerp 2022,12,
Sealed Graffiti | G2 Esports | Krakow 2017,,False,False,2.96,Sealed Graffiti | G2 Esports | Krakow 2017,12,
"Music Kit | Chipzel, ~Yellow Magic~",,False,False,1.19,"Music Kit | Chipzel, ~Yellow Magic~",12,
Dual Berettas | Stained,MINIMAL_WEAR,False,False,0.21,Dual Berettas | Stained (Minimal Wear),12,
nex | Krakow 2017,,False,False,1.57,Sticker | nex | Krakow 2017,12,
★ Talon Knife | Marble Fade,FACTORY_NEW,False,False,899.66,★ Talon Knife | Marble Fade (Factory New),12,
Windy Walking Club,,False,False,1.49,Sticker | Windy Walking Club,12,
Natus Vincere | Cologne 2015,,False,False,3.65,Sticker | Natus Vincere | Cologne 2015,12,
Stiletto Knife | Marble Fade,FACTORY_NEW,False,False,526.74,★ Stiletto Knife | Marble Fade (Factory New),12,
Sealed Graffiti | BOOM (Dust Brown),,False,False,0.14,Sealed Graffiti | BOOM (Dust Brown),12,
PP-Bizon | Seabird,FACTORY_NEW,False,False,7.99,PP-Bizon | Seabird (Factory New),12,
CZ75-Auto | Circaetus,WELL_WORN,True,False,0.31,StatTrak™ CZ75-Auto | Circaetus (Well-Worn),12,
MAG-7 | Monster Call,FACTORY_NEW,False,False,3.48,MAG-7 | Monster Call (Factory New),12,
Nice Shot,,False,False,2.75,Sticker | Nice Shot,12,
Metal,,False,False,0.16,Sticker | Metal,12,
Sticker | Speedy T,,False,False,0.18,Sticker | Speedy T,12,
Italy Pin,,False,False,3.3,Italy Pin,12,
Sealed Graffiti | Puke (Wire Blue),,False,False,0.33,Sealed Graffiti | Puke (Wire Blue),12,
SSG 08 | Tiger Tear,FIELD_TESTED,False,False,0.18,SSG 08 | Tiger Tear (Field-Tested),12,
StatTrak™ CZ75-Auto | Eco,MINIMAL_WEAR,False,False,1.53,CZ75-Auto | Eco (Minimal Wear),12,
AUG | Syd Mead,FIELD_TESTED,False,False,1.84,AUG | Syd Mead (Field-Tested),12,
SAS Chicken,,False,False,0.74,Sticker | SAS Chicken,12,
MAC-10 | Allure,FACTORY_NEW,False,False,3.18,MAC-10 | Allure (Factory New),12,
Sealed Graffiti | Smooch (Blood Red),,False,False,0.18,Sealed Graffiti | Smooch (Blood Red),12,
allu | Cologne 2015,,False,False,2.7,Sticker | allu | Cologne 2015,12,
StatTrak™ Glock-18 | Warhawk,BATTLE_SCARRED,True,False,0.29,StatTrak™ Glock-18 | Warhawk (Battle-Scarred),12,
Xizt | Cologne 2015,,False,False,1.57,Sticker | Xizt | Cologne 2015,12,
R8 Revolver | Cobalt Grip,FACTORY_NEW,False,False,0.8,R8 Revolver | Cobalt Grip (Factory New),12,
CZ75-Auto | Red Astor,MINIMAL_WEAR,False,False,0.76,CZ75-Auto | Red Astor (Minimal Wear),12,
KRIMZ | Cologne 2015,,False,False,1.98,Sticker | KRIMZ | Cologne 2015,12,
Sticker | tiziaN (Glitter) | Antwerp 2022,,False,False,0.12,Sticker | tiziaN (Glitter) | Antwerp 2022,12,
CS On The Mind,,False,False,0.81,Sticker | CS On The Mind,12,
StatTrak™ Glock-18 | Warhawk,MINIMAL_WEAR,True,False,1.09,StatTrak™ Glock-18 | Warhawk (Minimal Wear),12,
Sticker | Nice Clutch (Holo),,False,False,1.22,Sticker | Nice Clutch (Holo),12,
Sticker | Astralis (Holo) | Antwerp 2022,,False,False,7.0,Sticker | Astralis (Holo) | Antwerp 2022,12,
Bomb Code,,False,False,1.57,Sticker | Bomb Code,12,
XM1014 | XOXO,WELL_WORN,False,False,1.06,XM1014 | XOXO (Well-Worn),12,
Sticker | History (Holo) | Paris 2023,,False,False,0.81,Sticker | History (Holo) | Paris 2023,12,
R8 Revolver | Banana Cannon,WELL_WORN,True,False,0.27,StatTrak™ R8 Revolver | Banana Cannon (Well-Worn),12,
SSG 08 | Hand Brake,WELL_WORN,False,False,0.23,SSG 08 | Hand Brake (Well-Worn),12,
StatTrak™ Dual Berettas | Shred,MINIMAL_WEAR,False,False,0.26,Dual Berettas | Shred (Minimal Wear),12,
FAMAS | Rapid Eye Movement,WELL_WORN,False,False,0.78,FAMAS | Rapid Eye Movement (Well-Worn),12,
P250 | Cyber Shell,WELL_WORN,False,False,0.25,P250 | Cyber Shell (Well-Worn),12,
"Sticker | Spinx (Gold, Champion) | Paris 2023",,False,False,3.99,"Sticker | Spinx (Gold, Champion) | Paris 2023",12,
M4A4 | Choppa,FIELD_TESTED,True,False,0.3,StatTrak™ M4A4 | Choppa (Field-Tested),12,
P90 | Elite Build,BATTLE_SCARRED,False,False,0.27,P90 | Elite Build (Battle-Scarred),12,
The Boardroom Sticker Capsule,,False,False,0.95,The Boardroom Sticker Capsule,12,
Sticker | saffee (Holo) | Paris 2023,,False,False,1.99,Sticker | saffee (Holo) | Paris 2023,12,
M4A1-S | Mud-Spec,BATTLE_SCARRED,False,False,0.99,M4A1-S | Mud-Spec (Battle-Scarred),12,
UMP-45 | Oscillator,FACTORY_NEW,True,False,1.62,StatTrak™ UMP-45 | Oscillator (Factory New),12,
Sticker | buster | Katowice 2019,,False,False,0.59,Sticker | buster | Katowice 2019,12,
Desert Eagle | Serpent Strike,FIELD_TESTED,True,False,1.39,StatTrak™ Desert Eagle | Serpent Strike (Field-Tested),12,
PP-Bizon | Harvester,WELL_WORN,False,False,0.18,PP-Bizon | Harvester (Well-Worn),12,
Galil AR | Robin's Egg,FIELD_TESTED,False,False,0.2,Galil AR | Robin's Egg (Field-Tested),12,
Sticker | brnz4n (Foil) | Austin 2025,,False,False,0.5,Sticker | brnz4n (Foil) | Austin 2025,12,
Sticker | Forty Two,,False,False,0.31,Sticker | Forty Two,12,
Sticker | Cloud9 (Holo) | Katowice 2019,,False,False,14.47,Sticker | Cloud9 (Holo) | Katowice 2019,12,
Sticker | qikert (Glitter) | Antwerp 2022,,False,False,0.1,Sticker | qikert (Glitter) | Antwerp 2022,12,
Sticker | FaNg (Holo) | Paris 2023,,False,False,0.89,Sticker | FaNg (Holo) | Paris 2023,12,
Sticker | Mr. Chompy,,False,False,0.21,Sticker | Mr. Chompy,12,
Desert Eagle | Mint Fan,FIELD_TESTED,False,False,1.95,Desert Eagle | Mint Fan (Field-Tested),12,
XM1014 | Ziggy,FACTORY_NEW,False,False,8.85,XM1014 | Ziggy (Factory New),12,
"AWOLNATION, I Am",,True,False,6.49,"StatTrak™ Music Kit | AWOLNATION, I Am",12,
Desert Eagle | Printstream,MINIMAL_WEAR,False,False,44.4,Desert Eagle | Printstream (Minimal Wear),12,
M4A4 | Red DDPAT,FIELD_TESTED,False,True,5.4,Souvenir M4A4 | Red DDPAT (Field-Tested),12,
Atlanta 2017 Challengers (Holo/Foil),,False,False,92.11,Atlanta 2017 Challengers (Holo-Foil),12,
G3SG1 | Dream Glade,MINIMAL_WEAR,True,False,0.64,StatTrak™ G3SG1 | Dream Glade (Minimal Wear),12,
FAMAS | Commemoration,FIELD_TESTED,False,False,7.74,FAMAS | Commemoration (Field-Tested),12,
G3SG1 | Dream Glade,WELL_WORN,True,False,0.29,StatTrak™ G3SG1 | Dream Glade (Well-Worn),12,
M249 | Predator,FIELD_TESTED,False,False,1.36,M249 | Predator (Field-Tested),12,
Patch | Lambda,,False,False,2.97,Patch | Lambda,12,
SG 553 | Danger Close,FACTORY_NEW,True,False,1.2,StatTrak™ SG 553 | Danger Close (Factory New),12,
Sticker | IHC Esports (Glitter) | Rio 2022,,False,False,0.49,Sticker | IHC Esports (Glitter) | Rio 2022,12,
Five-SeveN | Anodized Gunmetal,FACTORY_NEW,False,False,11.12,Five-SeveN | Anodized Gunmetal (Factory New),12,
Sticker | Last Vance (Gold),,False,False,2.33,Sticker | Last Vance (Gold),12,
Nova | Candy Apple,FIELD_TESTED,False,False,0.18,Nova | Candy Apple (Field-Tested),12,
★ Huntsman Knife | Lore,FIELD_TESTED,False,False,168.29,★ Huntsman Knife | Lore (Field-Tested),12,
Five-SeveN | Kami,FACTORY_NEW,True,False,5.99,StatTrak™ Five-SeveN | Kami (Factory New),12,
Sticker | Complexity Gaming | Austin 2025,,False,False,0.98,Sticker | Complexity Gaming | Austin 2025,12,
PP-Bizon | Osiris,FACTORY_NEW,True,False,4.35,StatTrak™ PP-Bizon | Osiris (Factory New),12,
M4A4 | Neo-Noir,FIELD_TESTED,False,False,7.13,M4A4 | Neo-Noir (Field-Tested),12,
MP9 | Deadly Poison,FACTORY_NEW,True,False,5.49,StatTrak™ MP9 | Deadly Poison (Factory New),12,
Sticker | HEROIC (Foil) | Austin 2025,,False,False,0.72,Sticker | HEROIC (Foil) | Austin 2025,12,
Sealed Graffiti | Smarmy (Brick Red),,False,False,0.34,Sealed Graffiti | Smarmy (Brick Red),12,
Sticker | Lucky | Berlin 2019,,False,False,0.32,Sticker | Lucky | Berlin 2019,12,
Sticker | FURIA (Gold) | Paris 2023,,False,False,4.88,Sticker | FURIA (Gold) | Paris 2023,12,
MP7 | Armor Core,MINIMAL_WEAR,True,False,0.41,StatTrak™ MP7 | Armor Core (Minimal Wear),12,
Sealed Graffiti | Fart (War Pig Pink),,False,False,1.0,Sealed Graffiti | Fart (War Pig Pink),12,
FAMAS | Mecha Industries,FACTORY_NEW,False,False,29.0,FAMAS | Mecha Industries (Factory New),12,
Howl Pin,,False,False,54.55,Howl Pin,12,
M4A4 | Buzz Kill,FIELD_TESTED,False,False,33.43,M4A4 | Buzz Kill (Field-Tested),12,
Sawed-Off | Parched,FACTORY_NEW,False,False,0.61,Sawed-Off | Parched (Factory New),12,
Sticker | rigoN (Glitter) | Rio 2022,,False,False,0.13,Sticker | rigoN (Glitter) | Rio 2022,12,
MAC-10 | Sienna Damask,FIELD_TESTED,False,False,0.54,MAC-10 | Sienna Damask (Field-Tested),12,
P250 | Hive,FACTORY_NEW,True,False,8.2,StatTrak™ P250 | Hive (Factory New),12,
P250 | Wingshot,FIELD_TESTED,False,False,1.27,P250 | Wingshot (Field-Tested),12,
P2000 | Panther Camo,FACTORY_NEW,False,False,5.0,P2000 | Panther Camo (Factory New),12,
PP-Bizon | Brass,FACTORY_NEW,False,False,3.5,PP-Bizon | Brass (Factory New),12,
P250 | Valence,FACTORY_NEW,True,False,3.99,StatTrak™ P250 | Valence (Factory New),12,
MAG-7 | SWAG-7,FIELD_TESTED,True,False,0.53,StatTrak™ MAG-7 | SWAG-7 (Field-Tested),12,
Glock-18 | Catacombs,FACTORY_NEW,True,False,2.4,StatTrak™ Glock-18 | Catacombs (Factory New),12,
P250 | Muertos,FACTORY_NEW,False,False,18.5,P250 | Muertos (Factory New),12,
Glock-18 | Ramese's Reach,FIELD_TESTED,False,False,5.0,Glock-18 | Ramese's Reach (Field-Tested),12,
Sticker | FASHR (Holo) | Paris 2023,,False,False,0.29,Sticker | FASHR (Holo) | Paris 2023,12,
Sealed Graffiti | Applause (Jungle Green),,False,False,0.3,Sealed Graffiti | Applause (Jungle Green),12,
P250 | Re.built,FACTORY_NEW,True,False,0.74,StatTrak™ P250 | Re.built (Factory New),12,
Sticker | NEKiZ (Holo) | Paris 2023,,False,False,0.27,Sticker | NEKiZ (Holo) | Paris 2023,12,
Sealed Graffiti | Question Mark (Dust Brown),,False,False,0.18,Sealed Graffiti | Question Mark (Dust Brown),12,
MP5-SD | Co-Processor,MINIMAL_WEAR,False,True,0.77,Souvenir MP5-SD | Co-Processor (Minimal Wear),12,
Sticker | Apeks (Gold) | Copenhagen 2024,,False,False,4.9,Sticker | Apeks (Gold) | Copenhagen 2024,12,
Sticker | Dead Eye (Holo),,False,False,16.99,Sticker | Dead Eye (Holo),12,
Nova | Antique,MINIMAL_WEAR,False,False,10.0,Nova | Antique (Minimal Wear),12,
Desert Eagle | Crimson Web,FIELD_TESTED,True,False,20.14,StatTrak™ Desert Eagle | Crimson Web (Field-Tested),12,
Sticker | apEX (Holo) | Paris 2023,,False,False,0.89,Sticker | apEX (Holo) | Paris 2023,12,
MP7 | Ocean Foam,FACTORY_NEW,True,False,11.5,StatTrak™ MP7 | Ocean Foam (Factory New),12,
Black Mesa Pin,,False,False,6.7,Black Mesa Pin,12,
Sticker | TRAVIS (Glitter) | Copenhagen 2024,,False,False,0.17,Sticker | TRAVIS (Glitter) | Copenhagen 2024,12,
Sticker | StarLadder | Berlin 2019,,False,False,0.29,Sticker | StarLadder | Berlin 2019,12,
Sticker | Sticker Bomb Surf K (Foil),,False,False,19.29,Sticker | Sticker Bomb Surf K (Foil),12,
TaZ | Atlanta 2017,,False,False,1.99,Sticker | TaZ | Atlanta 2017,12,
M4A1-S | Emphorosaur-S,BATTLE_SCARRED,True,False,1.37,StatTrak™ M4A1-S | Emphorosaur-S (Battle-Scarred),12,
Sealed Graffiti | Smarmy (Princess Pink),,False,False,0.4,Sealed Graffiti | Smarmy (Princess Pink),12,
SSG 08 | Fever Dream,BATTLE_SCARRED,False,False,0.45,SSG 08 | Fever Dream (Battle-Scarred),12,
Elite Trapper Solman | Guerrilla Warfare,,False,False,52.0,Elite Trapper Solman | Guerrilla Warfare,12,
Five-SeveN | Capillary,FIELD_TESTED,True,False,0.34,StatTrak™ Five-SeveN | Capillary (Field-Tested),12,
Patch | Sustenance!,,False,False,4.79,Patch | Sustenance!,12,
Sticker | Explosive Strength,,False,False,0.19,Sticker | Explosive Strength,12,
Spiidi | Boston 2018,,False,False,1.53,Sticker | Spiidi | Boston 2018,12,
Sealed Graffiti | Avangar | Boston 2018,,False,False,1.95,Sealed Graffiti | Avangar | Boston 2018,12,
XM1014 | Elegant Vines,FACTORY_NEW,False,True,1.84,Souvenir XM1014 | Elegant Vines (Factory New),12,
Sawed-Off | Sage Spray,MINIMAL_WEAR,False,False,1.05,Sawed-Off | Sage Spray (Minimal Wear),12,
Galil AR | Vandal,FACTORY_NEW,False,False,3.95,Galil AR | Vandal (Factory New),12,
Sealed Graffiti | Hop (Frog Green),,False,False,0.23,Sealed Graffiti | Hop (Frog Green),12,
Negev | Power Loader,FACTORY_NEW,False,False,11.44,Negev | Power Loader (Factory New),12,
Negev | Man-o'-war,FIELD_TESTED,True,False,0.26,StatTrak™ Negev | Man-o'-war (Field-Tested),12,
Sawed-Off | Black Sand,FIELD_TESTED,True,False,0.11,StatTrak™ Sawed-Off | Black Sand (Field-Tested),12,
Sticker | Perfecto (Glitter) | Copenhagen 2024,,False,False,0.75,Sticker | Perfecto (Glitter) | Copenhagen 2024,12,
Tec-9 | Bamboozle,MINIMAL_WEAR,False,False,0.84,Tec-9 | Bamboozle (Minimal Wear),12,
Negev | Desert-Strike,MINIMAL_WEAR,True,False,0.37,StatTrak™ Negev | Desert-Strike (Minimal Wear),12,
Tec-9 | Toxic,FACTORY_NEW,False,False,22.56,Tec-9 | Toxic (Factory New),12,
Sticker | ultimate (Holo) | Austin 2025,,False,False,1.49,Sticker | ultimate (Holo) | Austin 2025,12,
Sticker | FalleN (Foil) | Berlin 2019,,False,False,1.49,Sticker | FalleN (Foil) | Berlin 2019,12,
Stockholm 2021 Contenders Patch Pack,,False,False,19.29,Stockholm 2021 Contenders Patch Pack,12,
Sticker | NEKiZ (Glitter) | Copenhagen 2024,,False,False,0.18,Sticker | NEKiZ (Glitter) | Copenhagen 2024,12,
MP7 | Cirrus,FACTORY_NEW,True,False,3.33,StatTrak™ MP7 | Cirrus (Factory New),12,
Sticker | Fnatic (Holo) | Katowice 2019,,False,False,7.5,Sticker | Fnatic (Holo) | Katowice 2019,12,
Patch | G2 Esports (Gold) | Stockholm 2021,,False,False,11.75,Patch | G2 Esports (Gold) | Stockholm 2021,12,
USP-S | Cyrex,FACTORY_NEW,True,False,12.96,StatTrak™ USP-S | Cyrex (Factory New),12,
CZ75-Auto | Polymer,FIELD_TESTED,True,False,0.6,StatTrak™ CZ75-Auto | Polymer (Field-Tested),12,
Sticker | Evil Geniuses (Foil) | Stockholm 2021,,False,False,9.99,Sticker | Evil Geniuses (Foil) | Stockholm 2021,12,
Sticker | f0rest | Berlin 2019,,False,False,0.24,Sticker | f0rest | Berlin 2019,12,
★ Moto Gloves | Blood Pressure,FIELD_TESTED,False,False,221.88,★ Moto Gloves | Blood Pressure (Field-Tested),12,
P2000 | Ivory,FACTORY_NEW,True,False,2.28,StatTrak™ P2000 | Ivory (Factory New),12,
P2000 | Ivory,BATTLE_SCARRED,True,False,0.15,StatTrak™ P2000 | Ivory (Battle-Scarred),12,
P2000 | Pulse,FIELD_TESTED,True,False,1.57,StatTrak™ P2000 | Pulse (Field-Tested),12,
P2000 | Pulse,FACTORY_NEW,True,False,5.88,StatTrak™ P2000 | Pulse (Factory New),12,
Sealed Graffiti | Grimace (War Pig Pink),,False,False,0.16,Sealed Graffiti | Grimace (War Pig Pink),12,
Sticker | EliGE (Glitter) | Rio 2022,,False,False,0.17,Sticker | EliGE (Glitter) | Rio 2022,12,
Dual Berettas | Dualing Dragons,WELL_WORN,True,False,0.5,StatTrak™ Dual Berettas | Dualing Dragons (Well-Worn),12,
