transfer_id,buy_price,buy_date,name,wear,rarityClassName,uuid,meta_offer_id,stackable,sale_id,offer_date_created,offer_date_trade_unlock,state,offer_date_sold,time_to_sell,commission_factor,selling_price,min_selling_price,profit
GTNWE35GP8D2,32.89,2025-10-11,AK-47 | Redline (Field-Tested),29.19,legendary,869dfde7-3d93-433e-8932-8a03a18bb5a6,65128553.0,False,869dfde7-3d93-433e-8932-8a03a18bb5a6,2025-10-13,2025-10-12,AVAILABLE,,,0.08,40.01,35.76,3.92
G3TXFA4CXFWT,39.61,2025-07-27,Operation Bravo Case,,common,,257.0,True,cfbf04f4-42dc-4e35-967a-d641f99f0f71,2025-07-28,,AVAILABLE,,,0.05,45.77,41.71,3.87
G60EX7WS65ZL,21.8,2025-10-23,M4A1-S | Black Lotus (Factory New),5.73,legendary,01f7fc87-2ffd-4b93-b418-813fdc45b592,65258585.0,False,01f7fc87-2ffd-4b93-b418-813fdc45b592,2025-10-25,,AVAILABLE,,,0.08,27.72,23.71,3.7
GR8CTR7XKUF7,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,6ad29a34-8044-469c-affc-ddd4242306c4,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GGDD73GFR9SS,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,e68672ba-f38f-45a1-980e-ab49639f11c5,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
G9FE2KDZ6ZCF,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,1a2ff65e-0618-4441-91e5-8465b262c689,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GD9DKCP949K9,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,ec040447-6d95-4c24-8dd4-cb2092f21853,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
G85KUXR6HT3E,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,43995358-a20d-41f7-b1fd-ada3685b62a7,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GR4GUHK205PF,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,f5423fe7-44d9-4b55-ba9a-f2462b32deba,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GTXZLNUU2H3R,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,a43ffe5d-faa3-429f-b153-e10f3efcefdd,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
G46G3S3HLUWZ,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,7590e1b3-0433-4262-a91b-de444f5cdbcd,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GKNU6P728WK5,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,de8dceb0-41f3-4cbc-b9cf-7dbf5f806333,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GCSGWXU5U8S5,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,9966d90d-6d2f-4437-b87a-ed50d71778a4,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GSL859L2FSAR,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,ede8f58e-ce98-4052-89d6-a9766abf4a68,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GN65UAC7TX0P,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,6d1ca982-b641-45b8-a7b9-6f68913ebc76,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GSNEGTCLDKP4,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,2f937972-fe41-4453-9dde-f55879b2b37e,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GGP8AT7RFZ5H,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,78cba6f7-da70-44fa-84bd-285bc98507bd,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GH4840Z9XSHC,3.18,2025-10-02,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,a79ba838-9246-49d2-b050-fe041ac7fdaa,2025-10-03,,AVAILABLE,,,0.07,7.28,3.43,3.59
GHRRD2L84EPE,3.38,2025-09-23,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,094ff84b-b49d-4f71-8dd0-9251ff88f1d7,2025-09-24,,AVAILABLE,,,0.07,7.28,3.65,3.39
GU9UG563KAS4,10.5,2025-10-23,Markus Delrow | FBI HRT,,mythical_character,fe373d4c-e8e9-4f5a-9c81-4029ccd77ada,65258590.0,False,fe373d4c-e8e9-4f5a-9c81-4029ccd77ada,2025-10-25,,AVAILABLE,,,0.08,14.61,11.42,2.94
GKPHCX64DP7U,55.0,2025-07-26,Operation Bravo Case,,common,,257.0,True,d1b3d503-d224-4f96-8d75-a979b2e521f1,2025-07-27,,AVAILABLE,,,0.05,60.81,57.91,2.77
GHLWP03EZRNH,55.0,2025-07-26,Operation Bravo Case,,common,,257.0,True,38f42c0d-1ea8-4e0b-8412-def37896f965,2025-07-27,,AVAILABLE,,,0.05,60.81,57.91,2.77
GD8U2SHNTSPU,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,be948311-552f-4b86-bfaa-31eea0b166c4,2025-10-18,,AVAILABLE,,,0.08,5.86,3.0,2.64
GF3U6682SSUG,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,ffb7a258-60a5-4762-9e09-14db5e16f8db,2025-10-20,,AVAILABLE,,,0.08,5.86,3.0,2.64
GZ9T7XZNPL78,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,7ee44743-24d0-4121-8eb4-318005a700a3,2025-10-21,,AVAILABLE,,,0.08,5.86,3.0,2.64
G2UX5WWEH6E2,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,a44bb58b-ee34-48a0-8e12-4e3ac989b3ae,2025-10-23,,AVAILABLE,,,0.08,5.86,3.0,2.64
GT8PW47ZAGSU,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,2898bab9-5a98-449b-bfbe-27335c156877,2025-10-24,,AVAILABLE,,,0.08,5.86,3.0,2.64
GCPE2EA0L29T,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,a9a58197-58f0-4bf4-bb31-cb1174241477,2025-10-24,,AVAILABLE,,,0.08,5.86,3.0,2.64
G9K80T6PG44G,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,4f5be518-93c8-4515-9d7a-25b00a34db91,2025-10-24,,AVAILABLE,,,0.08,5.86,3.0,2.64
